,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
7673,Bajra,2001,Kharif     ,Maharashtra,1399200,830800,1035.8,142900296,363792,0.515909091
16684,Mesta,2019,Kharif     ,Bihar,13697,27956,1194.7,2352596.72,5067.89,2.530769231
1361,Sannhamp,2003,Whole Year ,Karnataka,466,116,867.6,46124.68,111.84,0.144285714
13284,Jowar,2013,Rabi       ,Maharashtra,2780700,1921500,1409.8,401783343,750789,0.864166667
7610,Dry chillies,2001,Whole Year ,Himachal Pradesh,1024,195,918.1,104581.12,266.24,0.219
4042,Castor seed,2013,Kharif     ,Meghalaya,63,50,2448.4,9102.87,17.01,0.9
10288,Garlic,2007,Whole Year ,Madhya Pradesh,53653,225852,740.4,7157310.2,8584.48,2.956666667
15431,Sannhamp,2017,Kharif     ,Bihar,821,663,1112,129258.24,311.98,0.86
8285,Sunflower,2002,Rabi       ,Odisha,3860,2610,1102.8,365426.2,965,0.599655172
17357,Jowar,1997,Kharif     ,Haryana,130000,32000,661.2,12372100,40300,0.3575
19115,Small millets,2007,Kharif     ,Arunachal Pradesh,22308,19425,3223.9,2975887.2,3569.28,0.865625
14929,Rapeseed &Mustard,2016,Rabi       ,Haryana,504000,933100,554.7,77238000,176400,1.702857143
18728,Other Kharif pulses,2008,Kharif     ,Sikkim,2680,2970,2247.5,383347.2,241.2,1.04
12696,Urad,2012,Kharif     ,Himachal Pradesh,9519,3841,1035,1435465.2,2950.89,0.527272727
15184,Rice,2016,Rabi       ,Telangana,939223,3570445,942.6,143935924.8,328728.05,3.585
11881,Potato,2010,Rabi       ,Uttarakhand,4793,60822,1419,796165.23,1150.32,12.43307692
1529,Cardamom,2004,Whole Year ,Karnataka,19461,1105,1117.7,2108404.74,4086.81,0.0575
219,Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730,15872,1260.8,170924,501.7,9.265882353
3172,Linseed,2010,Rabi       ,Andhra Pradesh,1129,258,1297,187538.19,270.96,0.15
10959,Potato,2008,Winter     ,Jharkhand,21288.72,138075,1295.2,3045138.509,1915.9848,6.666190476
267,Dry chillies,1998,Whole Year ,Meghalaya,1764,1051,6552.7,174283.2,511.56,0.598571429
9686,Castor seed,2006,Kharif     ,Chhattisgarh,69,21,1317.2,8811.99,15.18,0.278571429
16038,Gram,2018,Rabi       ,Bihar,56477,67692,1521.4,9160569.4,19766.95,1.216333333
10072,Gram,2007,Rabi       ,Andhra Pradesh,630000,912000,1004.2,84042000,100800,1.28
3031,Peas & beans (Pulses),2009,Rabi       ,Meghalaya,1012,1384,2995.9,157689.84,172.04,1.202857143
4562,Rice,2015,Rabi       ,Meghalaya,13649,62901,3870.8,2155313.59,4504.17,2.557272727
11364,Maize,2009,Autumn     ,West Bengal,36330,79299,1317.2,5660940.6,6176.1,1.94
2458,Rapeseed &Mustard,2007,Rabi       ,West Bengal,407498,361697,2007.5,54360233.2,65199.68,0.771666667
18226,Horse-gram,2016,Rabi       ,Jammu and Kashmir,1,0,902.8,153.25,0.35,0.4
4101,Rapeseed &Mustard,2013,Rabi       ,Tamil Nadu,576,140,740.9,83226.24,155.52,0.18
1756,Black pepper,2005,Whole Year ,Karnataka,14797,32414,1316.2,1774456.24,3107.37,2.199230769
3989,Rice,2013,Rabi       ,Karnataka,40896,102639,1235.6,5909063.04,11041.92,2.545833333
14759,Dry chillies,2016,Whole Year ,Arunachal Pradesh,3541,9915,2933.7,542658.25,1239.35,2.7195
15730,Rapeseed &Mustard,2017,Rabi       ,Mizoram,394,410,3865.8,62031.36,149.72,1.563333333
17859,Jowar,2009,Kharif     ,Delhi,3280,3168,528.4,511089.6,557.6,0.97
3514,Urad,2011,Rabi       ,Karnataka,8260,4199,1178.986364,1383715.2,2725.8,0.51125
9337,Other Kharif pulses,2005,Kharif     ,Chhattisgarh,6927,1762,1292.7,830685.84,1454.67,0.2675
11004,Dry chillies,2009,Whole Year ,Chhattisgarh,6084,4251,956.9,948008.88,1034.28,0.645
14323,Sugarcane,2015,Whole Year ,Haryana,93000,6992000,426.8,14685630,30690,74.57733333
8244,Rapeseed &Mustard,2002,Rabi       ,Nagaland,15694,17451,1536.6,1485750.98,3923.5,1.13
2762,Groundnut,2008,Rabi       ,West Bengal,13860,23576,1560.1,1982534.4,1247.4,1.424166667
3392,Bajra,2011,Rabi       ,Andhra Pradesh,10748,11138,861.9,1800504.96,3546.84,1.235
7327,Potato,2000,Whole Year ,Odisha,8251,85872,1066,810000.67,2145.26,9.321071429
2048,Castor seed,2006,Kharif     ,Assam,1303,552,1774.9,166406.13,286.66,0.4636
16686,Moong(Green Gram),2019,Summer     ,Bihar,158285,105406,1194.7,27187031.6,58565.45,0.705789474
4113,Urad,2013,Kharif     ,Tamil Nadu,69872,58712,740.9,10095805.28,18865.44,0.824827586
389,Sesamum,1999,Kharif     ,Kerala,2612,718,2914.6,277211.56,705.24,0.374545455
5556,Tobacco,2018,Whole Year ,Assam,141,71,2372.9,22870.2,49.35,0.549
3369,Mesta,2011,Kharif     ,Assam,4877,27718,1743.4,816995.04,1609.41,5.8716
13250,Masoor,2013,Rabi       ,Madhya Pradesh,472192,311424,1451.4,68227022.08,127491.84,0.676458333
1037,Maize,2002,Kharif     ,Andhra Pradesh,413659,912047,648.1,39161097.53,103414.75,1.491363636
1352,Potato,2003,Whole Year ,Karnataka,53076,342752,867.6,5253462.48,12738.24,9.008666667
8794,Tobacco,2003,Whole Year ,Uttarakhand,23,78,1734.3,2276.54,5.52,3.26
14952,Moth,2016,Kharif     ,Himachal Pradesh,15,4,1373.9,2298.75,5.25,0.176666667
6584,Small millets,1998,Kharif     ,Tamil Nadu,248000,117400,1077.1,24502400,71920,0.49
15685,Soyabean,2017,Kharif     ,Maharashtra,3693729,3805544,1129.5,581540693.8,1403617.02,1.225357143
12364,Moong(Green Gram),2011,Kharif     ,Tripura,462,247,2295.609091,77394.24,152.46,0.535
9661,Jute,2006,Kharif     ,Bihar,132914,1356624,1052.8,16974446.94,29241.08,10.92642857
16555,Wheat,2018,Rabi       ,Uttar Pradesh,9855900,38039724,792.8,1598626980,3449565,3.8556
6402,Sweet potato,1998,Whole Year ,Bihar,17925,193770,1332.5,1770990,5198.25,11.04475
11978,Rapeseed &Mustard,2010,Rabi       ,West Bengal,410793,419580,1096,68236825.23,98590.32,0.974444444
16310,Rice,2018,Summer     ,Maharashtra,47541,132050,1387.4,7711150.2,16639.35,2.755833333
13509,Small millets,2013,Summer     ,Uttar Pradesh,53,74,995.2,7657.97,14.31,1.423333333
10060,Rapeseed &Mustard,2006,Rabi       ,Jharkhand,17701.5,11787,1465.1,2260658.565,3894.33,0.655714286
17084,Arhar/Tur,2019,Kharif     ,Punjab,2000,2200,653.2,343520,740,1.118571429
14551,Ginger,2015,Rabi       ,Telangana,6,39,747.9,947.46,1.98,6.5
13610,Small millets,2013,Rabi       ,West Bengal,510,716,1939.9,73689.9,137.7,0.985
4219,Coconut ,2014,Whole Year ,Goa,25786,127800000,3491.2,3892654.56,8509.38,4955.305
1537,Gram,2004,Rabi       ,Karnataka,408094,230979,1117.7,44212903.96,85699.74,0.5444
8718,Cotton(lint),2003,Kharif     ,Punjab,452000,1478000,451.7,44738960,108480,2.736
17388,Horse-gram,1999,Rabi       ,Andhra Pradesh,83409,29925,650.4,8852197.17,22520.43,0.379047619
17,Rice,1997,Summer     ,Assam,174974,209623,2051.4,16652275.58,54241.94,1.060434783
12111,Sugarcane,2011,Whole Year ,Gujarat,201900,12748000,890.5,33822288,66627,58.77166667
8870,Rice,2004,Autumn     ,Assam,436244,286330,2536.9,47262674.96,91611.24,0.802173913
707,Sugarcane,2000,Whole Year ,Puducherry,2464,200413,1434.5875,241890.88,640.64,81.17
280,Small millets,1998,Kharif     ,Meghalaya,2823,2282,6552.7,278912.4,818.67,0.871428571
10774,Wheat,2008,Rabi       ,Maharashtra,1021800,1516400,1052.8,146158272,91962,1.431666667
2126,Sunflower,2006,Kharif     ,Karnataka,595080,168016,1146.3,75997666.8,130917.6,0.407916667
17153,Tobacco,2019,Rabi       ,Telangana,1595,4962,1031.7,273957.2,590.15,3.037777778
275,Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938,1527,6552.7,191474.4,562.02,0.755714286
10010,Tobacco,2006,Rabi       ,Uttar Pradesh,23227,123614,590.5,2966320.17,5109.94,5.3048
15592,Linseed,2017,Rabi       ,Jharkhand,52072,29688,1165.7,8198215.68,19787.36,0.582608696
515,Mesta,2000,Kharif     ,Andhra Pradesh,77823,686947,935.6,7639883.91,20233.98,8.745384615
18923,Moong(Green Gram),2001,Whole Year ,Tripura,5260,3857,2284.4,537203.8,1367.6,0.7325
10439,Cotton(lint),2007,Kharif     ,Uttar Pradesh,4260,1162,672.9,568284,681.6,0.247272727
9795,Sweet potato,2006,Whole Year ,Haryana,19,400,329.3,2426.49,4.18,12.6975
2407,Gram,2007,Whole Year ,Tamil Nadu,6800,4587,1067.2,907120,1088,0.5575
4883,Dry chillies,2016,Whole Year ,Meghalaya,2307,2326,3837.1,353547.75,807.45,1.220909091
4498,Sugarcane,2015,Kharif     ,Puducherry,1821,213968,1980.6,287554.11,600.93,117.5
3954,Dry chillies,2013,Kharif     ,Karnataka,75691,83944,1235.6,10936592.59,20436.57,1.309310345
13125,Turmeric,2013,Whole Year ,Chhattisgarh,1123,958,1418.3,162262.27,303.21,1.015454545
8638,Other  Rabi pulses,2003,Rabi       ,Mizoram,1925,1570,2499.5,190536.5,462,0.92
14473,Sesamum,2015,Kharif     ,Mizoram,868,650,2310.8,137065.88,286.44,0.7625
10214,Rapeseed &Mustard,2007,Rabi       ,Gujarat,337000,551100,1021.6,44955800,53920,1.615909091
8009,Horse-gram,2002,Kharif     ,Haryana,446,100,353.9,42222.82,111.5,0.062
2548,Other Kharif pulses,2008,Kharif     ,Andhra Pradesh,2634,1291,944.6,376767.36,237.06,0.5
10928,Sesamum,2008,Kharif     ,Uttarakhand,2228,478,1363.7,318693.12,200.52,0.2125
8693,Masoor,2003,Rabi       ,Odisha,5860,2430,1648.2,580022.8,1406.4,0.4025
8059,Bajra,2002,Rabi       ,Karnataka,271,215,860.8,25655.57,67.75,0.79
15103,Maize,2016,Kharif     ,Nagaland,63660,126040,1959.8,9755895,22281,1.98
4804,Arecanut,2016,Kharif     ,Puducherry,53,93,1391.3,8122.25,18.55,1.75
1296,Sesamum,2003,Kharif     ,Assam,14465,7953,2213.7,1431745.7,3471.6,0.489130435
19452,Ragi,2011,Summer     ,Odisha,114,81,1346.2,19097.28,37.62,0.673333333
11966,Masoor,2010,Rabi       ,West Bengal,57447,53369,1096,9542521.17,13787.28,0.755882353
14874,Cotton(lint),2016,Kharif     ,Gujarat,2390944,5155549,710.5,366412168,836830.4,2.946333333
12152,Bajra,2011,Kharif     ,Himachal Pradesh,223,122,1108.3,37356.96,73.59,0.49
17259,Soyabean,2019,Kharif     ,Uttarakhand,8003,8838,1378.9,1374595.28,2961.11,1.178333333
12402,Rice,2011,Summer     ,Uttar Pradesh,23642,59496,777.4,3960507.84,7801.86,2.335909091
8098,Safflower,2002,Rabi       ,Karnataka,84946,55240,860.8,8041837.82,21236.5,0.585714286
18628,Rice,1998,Kharif     ,Sikkim,15874,21957,3183.8,1568351.2,4603.46,1.3775
18044,Tapioca,2012,Rabi       ,Puducherry,7,120,1098.3,1055.6,2.17,17.14
15462,Moong(Green Gram),2017,Rabi       ,Chhattisgarh,3564,848,1124.5,561116.16,1354.32,0.31625
9899,Small millets,2006,Rabi       ,Maharashtra,5400,3100,1439.4,689634,1188,0.62
12328,Small millets,2011,Kharif     ,Nagaland,8510,8040,1544.354545,1425595.2,2808.3,0.888888889
9463,Jowar,2005,Kharif     ,Madhya Pradesh,566097,593357,1032.7,67886352.24,118880.37,1.114375
5527,Arhar/Tur,2018,Kharif     ,Assam,5550,4628,2372.9,900210,1942.5,0.847407407
15105,Masoor,2016,Rabi       ,Nagaland,2080,1700,1959.8,318760,728,0.817777778
19687,Rice,1997,Kharif     ,Jammu and Kashmir,275746,5488,1356.2,26242746.82,85481.26,0.016666667
4806,Bajra,2016,Summer     ,Puducherry,4,5,1391.3,613,1.4,1.25
6289,Barley,1997,Rabi       ,Punjab,37000,111000,690.1,3521290,11470,2.995454545
4591,Cashewnut,2015,Whole Year ,Karnataka,64212,41601,1024.9,10139716.92,21189.96,0.8185
6652,Garlic,1999,Whole Year ,Bihar,2777,3983,1402.7,294723.01,749.79,1.380967742
17177,Peas & beans (Pulses),2019,Rabi       ,Tripura,3200,2831,2252.8,549632,1184,0.8575
13071,Tobacco,2013,Whole Year ,Bihar,12106,23012,1069.9,1749195.94,3268.62,1.910833333
11719,Soyabean,2010,Kharif     ,Manipur,4675,3635,2160.5,776564.25,1122,0.758888889
12900,Urad,2012,Kharif     ,Tripura,827,512,1882.2,124711.6,256.37,0.575
5808,Rice,2019,Rabi       ,Andhra Pradesh,829557,3798058,899.2,142484710.3,306936.09,3.873076923
11677,Jowar,2010,Rabi       ,Maharashtra,3027500,2084800,1389,502898025,726600,0.859259259
17717,Groundnut,2005,Kharif     ,Jammu and Kashmir,34,17,1721.8,4077.28,7.14,0.5
10433,Urad,2007,Rabi       ,Tripura,406,251,2831.8,54160.4,64.96,0.5925
14694,other oilseeds,2015,Rabi       ,Uttarakhand,627,315,1247.6,99009.57,206.91,0.568
16695,Rice,2019,Autumn     ,Bihar,443965,727611,1194.7,76255428.4,164267.05,1.759583333
2559,Small millets,2008,Rabi       ,Andhra Pradesh,232,177,944.6,33185.28,20.88,0.763333333
10597,Rice,2008,Kharif     ,Chhattisgarh,3928815,4707499,1117.9,561977697.6,353593.35,1.198333333
972,Cardamom,2001,Whole Year ,West Bengal,2875,704,1556.6,293623.75,747.5,0.24
11320,Rapeseed &Mustard,2009,Rabi       ,Uttarakhand,13160,11013,847.8,2050591.2,2237.2,0.624615385
3210,Cardamom,2010,Whole Year ,Karnataka,19081,1550,1317.7,3169544.91,4579.44,0.068888889
4689,Cardamom,2015,Whole Year ,Tamil Nadu,3983,307,1201.9,628955.53,1314.39,0.653636364
5598,Coconut ,2018,Whole Year ,Goa,26381,132750000,4406,4278998.2,9233.35,5013.69
11316,Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504,5502,847.8,857633.28,935.68,0.650769231
15799,Wheat,2017,Rabi       ,Punjab,3512000,17830000,497.5,552929280,1334560,5.013181818
12762,Rice,2012,Kharif     ,Maharashtra,1528100,3001640,1003.4,230437480,473711,1.316153846
1915,Groundnut,2005,Whole Year ,West Bengal,48818,83116,1650.1,5854254.56,10251.78,1.565
13923,Potato,2014,Rabi       ,Nagaland,7200,73370,1333.3,1086912,2376,10.17181818
16230,Maize,2018,Kharif     ,Jharkhand,255145,443992,1222.7,41384519,89300.75,1.8175
12161,Horse-gram,2011,Kharif     ,Himachal Pradesh,2066,1030,1108.3,346096.32,681.78,0.523
11375,Potato,2009,Rabi       ,West Bengal,384451,13807997,1317.2,59905154.82,65356.67,31.58888889
13105,Onion,2013,Whole Year ,Chhattisgarh,5745,40905,1418.3,830095.05,1551.15,6.4736
7005,Gram,1999,Rabi       ,Uttar Pradesh,821996,778932,883.4,87238435.48,221938.92,0.96425
18991,Other  Rabi pulses,2008,Rabi       ,Mizoram,1370,1848,1912.1,195964.8,123.3,1.504285714
10980,Moong(Green Gram),2009,Kharif     ,Bihar,8351,5537,889.3,1301252.82,1419.67,0.677058824
14501,Peas & beans (Pulses),2015,Rabi       ,Nagaland,7160,7870,1308.3,1130635.6,2362.8,1.1
9713,Rapeseed &Mustard,2006,Rabi       ,Chhattisgarh,54471,21764,1317.2,6956491.41,11983.62,0.341666667
3869,Rapeseed &Mustard,2013,Rabi       ,Andhra Pradesh,3295,2121,1062.3,476094.55,889.65,0.57
735,Niger seed,2000,Kharif     ,West Bengal,6874,3702,1907.7,674820.58,1787.24,0.405555556
11017,Mesta,2009,Kharif     ,Chhattisgarh,1260,2172,956.9,196333.2,214.2,2.001875
8421,Khesari,2003,Rabi       ,Chhattisgarh,460893,278840,1643.7,45619189.14,110614.32,0.622
3524,Rice,2011,Autumn     ,Kerala,68134.83,171662,3035.1,11413946.72,22484.4939,2.301538462
3699,Bajra,2012,Kharif     ,Karnataka,274615,285157,956.2,41411942,85130.65,0.986190476
15414,Maize,2017,Summer     ,Bihar,186119,939340,1112,29302575.36,70725.22,4.354705882
14386,Rapeseed &Mustard,2015,Rabi       ,Madhya Pradesh,621000,667000,1000.7,98062110,204930,0.935238095
17013,Rice,2019,Rabi       ,Nagaland,5670,16050,1593,973879.2,2097.9,2.83
10636,Rice,2008,Kharif     ,Gujarat,722100,1225500,746.1,103289184,64989,1.615294118
4716,Ragi,2015,Kharif     ,Tamil Nadu,68487,203942,1201.9,10814782.17,22600.71,2.978333333
9311,Wheat,2005,Rabi       ,Bihar,2001771,2821120,907.8,240052378.3,420371.91,1.349736842
2293,Potato,2007,Whole Year ,Assam,75197,520831,2154.1,10031279.8,12031.52,6.564444444
14808,Potato,2016,Winter     ,Bihar,71980,882007,1205.6,11030935,25193,13.02875
18028,Onion,2012,Rabi       ,Puducherry,1,18,1098.3,150.8,0.31,18
1976,Maize,2006,Kharif     ,Meghalaya,17039,25334,2454.7,2176050.69,3748.58,1.541428571
5855,Ragi,2019,Summer     ,Puducherry,23,55,1317,3950.48,8.51,2.39
15696,Cashewnut,2017,Whole Year ,Manipur,37,18,1780,5825.28,14.06,0.49
16565,Masoor,2018,Rabi       ,Uttarakhand,8981,7891,1373,1456718.2,3143.35,0.848461538
6564,Castor seed,1998,Whole Year ,Tamil Nadu,42634,14626,1077.1,4212239.2,12363.86,0.347647059
6277,Rapeseed &Mustard,1997,Kharif     ,Mizoram,374,440,2644.2,35593.58,115.94,1.853333333
10062,Rice,2006,Winter     ,Jharkhand,995583.37,1175595,1465.1,127145952.2,219028.3414,1.208181818
11702,Arhar/Tur,2010,Kharif     ,Manipur,490,508,2160.5,81393.9,117.6,1.028888889
12748,Groundnut,2012,Kharif     ,Maharashtra,238000,236100,1003.4,35890400,73780,0.8236
17632,Peas & beans (Pulses),2004,Rabi       ,Jammu and Kashmir,932,704,1032.1,100972.88,195.72,0.83
14211,Tobacco,2015,Whole Year ,Bihar,9104,15805,874,1437612.64,3004.32,1.743636364
4778,Ragi,2016,Rabi       ,Andhra Pradesh,5159,8895,890,790616.75,1805.65,1.78
7782,Sunflower,2001,Kharif     ,Odisha,460,200,1672.5,46979.8,119.6,0.568
15882,Urad,2017,Rabi       ,Tripura,2482,1765,3326.8,390766.08,943.16,0.70125
5427,Cotton(lint),2018,Kharif     ,Andhra Pradesh,616870,1482941,1220.5,100056314,215904.5,2.386153846
16327,Ginger,2018,Kharif     ,Manipur,5493,79657,1196.9,890964.6,1922.55,12.255
4950,Linseed,2016,Rabi       ,Karnataka,2854,155,1147.2,437375.5,998.9,0.079090909
2785,Rice,2008,Autumn     ,West Bengal,292444,604968,1560.1,41831189.76,26319.96,2.04
6596,Groundnut,1998,Rabi       ,Tripura,365,315,2472.9,36062,105.85,0.8425
18851,Urad,2019,Kharif     ,Sikkim,2789,2612,2740,479038.64,1031.93,0.943333333
7930,Barley,2002,Rabi       ,Chhattisgarh,4017,3145,1001.4,380289.39,1004.25,0.606666667
2533,Groundnut,2008,Rabi       ,Andhra Pradesh,266714,523880,944.6,38150770.56,24004.26,2.036818182
15033,Safflower,2016,Rabi       ,Maharashtra,75670,52430,1151.1,11596427.5,26484.5,0.672222222
7459,Urad,2000,Kharif     ,Uttarakhand,10160,4481,1413.4,997407.2,2641.6,0.466153846
16224,Castor seed,2018,Kharif     ,Jharkhand,41,26,1222.7,6650.2,14.35,0.49
7724,Arhar/Tur,2001,Kharif     ,Nagaland,7000,5000,1532,714910,1820,0.7225
12195,Horse-gram,2011,Kharif     ,Madhya Pradesh,18823,4475,852.6,3153228.96,6211.59,0.213333333
979,Groundnut,2001,Kharif     ,West Bengal,2197,2126,1556.6,224379.61,571.22,1.16625
6115,Horse-gram,1997,Summer     ,Odisha,952,253,1496.6,90601.84,295.12,0.274444444
9883,Linseed,2006,Rabi       ,Maharashtra,67800,16000,1439.4,8658738,14916,0.344444444
653,Rice,2000,Autumn     ,Kerala,129752,260306,2412.6,12737753.84,33735.52,1.938461538
11582,Potato,2010,Whole Year ,Haryana,12412,280900,639.2,2061757.32,2978.88,21.70428571
16702,Soyabean,2019,Kharif     ,Bihar,19600,14779,1194.7,3366496,7252,0.75
7363,Banana,2000,Whole Year ,Tamil Nadu,77485,2473512,971.1,7606702.45,20146.1,29.60107143
9001,Potato,2004,Whole Year ,Gujarat,39300,1086400,719.8,4257762,8253,26.09666667
12838,Rice,2012,Rabi       ,Nagaland,3550,8950,1296.6,535340,1100.5,2.52
13515,Tobacco,2013,Summer     ,Uttar Pradesh,1088,3344,995.2,157205.12,293.76,3.04625
19560,Sesamum,2014,Winter     ,Odisha,17919,4546,1536.9,2705052.24,5913.27,0.2695
18413,Dry chillies,1998,Autumn     ,Manipur,2000,1200,1855,197600,580,0.608
4738,Banana,2016,Whole Year ,Andhra Pradesh,55743,2303705,890,8542614.75,19510.05,41.42769231
13532,Moong(Green Gram),2013,Summer     ,Uttarakhand,10,5,1735.4,1444.9,2.7,0.5
4985,Tobacco,2016,Whole Year ,Karnataka,89741,65370,1147.2,13752808.25,31409.35,0.773846154
10401,Cotton(lint),2007,Kharif     ,Punjab,604000,2355000,527.2,80573600,96640,4.037272727
7101,Rapeseed &Mustard,2000,Rabi       ,Chhattisgarh,48187,15950,896.4,4730517.79,12528.62,0.311875
8676,Wheat,2003,Rabi       ,Nagaland,10000,19500,1709.8,989800,2400,1.86625
13945,Masoor,2014,Rabi       ,Punjab,800,470,382.7,120768,264,0.575
13762,Sesamum,2014,Kharif     ,Haryana,1700,800,301.3,256632,561,0.385
15580,Soyabean,2017,Kharif     ,Himachal Pradesh,554,929,1182.2,87221.76,210.52,1.684285714
2691,Black pepper,2008,Rabi       ,Meghalaya,884,462,3114.3,126447.36,79.56,0.514285714
17145,Small millets,2019,Rabi       ,Telangana,69,106,1031.7,11851.44,25.53,1.825
3285,Tapioca,2010,Whole Year ,Kerala,72284.1,2408962,3131.8,12007111.85,17348.184,34.24
329,Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222
17277,Groundnut,2019,Summer     ,West Bengal,62233,142367,1733.4,10689140.08,23026.21,2.141052632
9016,Cotton(lint),2004,Kharif     ,Haryana,621234,2075000,484.6,67304491.56,130459.14,1.804444444
3136,Potato,2010,Whole Year ,Assam,85023,657627,2578.5,14123170.53,20405.52,7.705185185
16071,Urad,2018,Kharif     ,Bihar,8180,7312,1521.4,1326796,2863,0.892307692
11218,Wheat,2009,Rabi       ,Nagaland,2010,2410,1225.9,313198.2,341.7,1.198888889
2203,Groundnut,2006,Whole Year ,West Bengal,57395,98246,1631.4,7329915.45,12626.9,1.445
9643,Arhar/Tur,2005,Rabi       ,Jharkhand,14217.46,17991,965.2,1704957.803,2985.6666,1.269285714
15299,Rice,2016,Kharif     ,Uttarakhand,251498,582720,1580.9,38542068.5,88024.3,1.779230769
6213,Castor seed,1997,Whole Year ,Gujarat,337000,660500,798.9,32072290,104470,2.29625
17035,Garlic,2019,Rabi       ,Odisha,13500,49530,1593.9,2318760,4995,4.251428571
15421,Other Kharif pulses,2017,Kharif     ,Bihar,1796,1450,1112,282762.24,682.48,0.8655
17658,Moong(Green Gram),2004,Winter     ,Odisha,82486,16515,1290.4,8936533.24,17322.06,0.196666667
11883,Rapeseed &Mustard,2010,Rabi       ,Uttarakhand,12663,10288,1419,2103450.93,3039.12,0.660769231
16159,Arhar/Tur,2018,Kharif     ,Haryana,2108,2472,533.2,341917.6,737.8,1.104210526
8019,Rice,2002,Kharif     ,Haryana,905651,2468000,353.9,85737980.17,226412.75,2.495
13668,Jowar,2014,Whole Year ,Chhattisgarh,5000,4230,1274.7,754800,1650,0.836666667
19379,Ragi,2009,Summer     ,Odisha,225,205,1330.3,35059.5,38.25,0.6925
19241,Urad,1998,Autumn     ,Odisha,35494,9030,1357.1,3506807.2,10293.26,0.1888
16364,Sugarcane,2018,Whole Year ,Mizoram,1462,44260,1665.2,237136.4,511.7,25.81
9745,Dry chillies,2006,Whole Year ,Gujarat,6900,6400,1056.2,881199,1518,0.948421053
12345,Maize,2011,Kharif     ,Punjab,126000,502000,705.2,21107520,41580,4.359090909
18281,Other  Rabi pulses,2017,Rabi       ,Jammu and Kashmir,284,99,1279.1,44712.96,107.92,0.496
171,Tobacco,1998,Whole Year ,Assam,1465,732,2354.4,144742,424.85,0.569545455
14611,Rice,2015,Summer     ,Tripura,69975,219022,2334.4,11049752.25,23091.75,3.04625
4169,Sugarcane,2014,Whole Year ,Andhra Pradesh,139226,10002941,687.6,21017556.96,45944.58,81.93615385
8355,Ragi,2002,Autumn     ,Jharkhand,26659.73,32959,1041.2,2523876.639,6664.9325,1.048571429
